,course_name,skills,ratings,difficulty,certification_type
565,Introduction to Applied Machine Learning," Applied Machine Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Algorithms, Data Analysis",4.7,Intermediate,Course
566,3D SARS-CoV-19 Protein Visualization With Biopython," Bioinformatics, Python Programming",4.5,Intermediate,Guided
567,Data Engineering with MS Azure Synapse Apache Spark Pools," Big Data, Cloud Computing, Cloud Engineering, Data Management, Data Structures, Extract, Transform, Load, Microsoft Azure, Apache, Cloud Storage, Distributed Computing Architecture, SQL",3.7,Intermediate,Course
568,Analysing Covid-19 Geospatial data with Python, Python Programming,3.9,Intermediate,Guided
569,Developing AI Applications on Azure," Machine Learning, Cloud Computing, Microsoft Azure, Machine Learning Software, Python Programming, Statistical Programming, Computer Programming",4.4,Advanced,Course
570,Operational Analytics with Microsoft Azure Synapse Analytics," Big Data, Data Management, Databases, Extract, Transform, Load, Operational Analysis, SQL, Cloud Storage, Cloud-Based Integration, Data Analysis, NoSQL, Microsoft Azure",4.5,Intermediate,Course
571,Cervical Cancer Risk Prediction Using Machine Learning," Machine Learning, Data Analysis",4.7,Beginner,Guided
572,Artificial Intelligence Privacy and Convenience," Machine Learning, Applied Machine Learning, Data Analysis, Data Management, Data Model, Machine Learning Algorithms, Security Engineering, System Security",4.7,Intermediate,Course
573,"Statistics and Data Analysis with Excel, Part 1", Microsoft Excel,5,Beginner,Course
574,"Managing, Describing, and Analyzing Data", General Statistics,4.6,Beginner,Course
575,Introduction to Computational Statistics for Data Scientists," General Statistics, Probability & Statistics, Probability Distribution, Bayesian Statistics, Python Programming",3.5,Beginner,Specialization
576,Learn Embeddings and Vector Databases,Not Available,5,Intermediate,Course
577,Managing Machine Learning Projects with Google Cloud," Applied Machine Learning, Machine Learning, Human Learning, Machine Learning Software, Algorithms, Business Analysis, Data Analysis, Data Management, Machine Learning Algorithms, Business Transformation, Google Cloud Platform, Cloud Computing, Cloud Platforms",4.6,Beginner,Course
578,Bayesian Statistics," Bayesian Statistics, General Statistics, Probability & Statistics, Statistical Analysis, Probability Distribution, Bayesian Network, R Programming, Statistical Programming, Statistical Tests",3.8,Intermediate,Course
579,Social Network Analysis," Network Analysis, Network Architecture, Social Media, Computer Networking, Network Model, General Statistics, Graph Theory, Probability & Statistics",4.7,Beginner,Course
580,Data Engineering in AWS, Machine Learning,3.3,Beginner,Course
581,Data Analysis and Reporting in SAS Visual Analytics," Data Analysis, Data Analysis Software, Data Management, Data Visualization, Data Visualization Software, Interactive Data Visualization, SAS (Software), Statistical Analysis, Statistical Programming, Statistical Visualization",4.8,Mixed,Course
582,"Performing Network, Path, and Text Analyses in SAS Visual Analytics"," Business Analysis, Data Analysis, Data Visualization, Interactive Data Visualization, Network Analysis, SAS (Software), Data Analysis Software, Data Structures, Data Visualization Software, Visualization (Computer Graphics)",4.7,Intermediate,Course
583,Introduction to Clinical Data Science," Clinical Data Management, Data Analysis, Data Management, Data Analysis Software, Databases, Leadership and Management, SQL, R Programming",4.5,Intermediate,Course
584,Natural Language Processing in Microsoft Azure," Applied Machine Learning, Machine Learning, Machine Learning Software, Microsoft Azure, Natural Language Processing, Human Computer Interaction, Human Learning, Machine Learning Algorithms",4.7,Beginner,Course
585,Health Data Science Foundation,Not Available,2.9,Advanced,Course
586,Introduction to Data Science and scikit-learn in Python," Python Programming, Data Science, Machine Learning, Regression",3.8,Beginner,Course
587,Advanced Linear Models for Data Science 1: Least Squares," General Statistics, Probability & Statistics, Linear Algebra, Mathematics, Regression, Algebra, Correlation And Dependence",4.5,Advanced,Course
588,Advanced Linear Models for Data Science 2: Statistical Linear Models," General Statistics, Probability & Statistics, Linear Algebra, Mathematics, Algebra, Regression",4.5,Advanced,Course
589,Azure Data Lake Storage Gen2 and Data Streaming Solution," Cloud Engineering, Data Management, Big Data, Cloud Computing, Cloud Storage, Cloud-Based Integration, Extract, Transform, Load, Cloud Management, Cloud Platforms, Leadership and Management, Microsoft Azure",4.2,Intermediate,Course
590,Data Visualization in R with ggplot2," Computer Programming, Data Visualization",4.9,Intermediate,Course
591,Population Health: Predictive Analytics, R Programming,4.6,Intermediate,Course
592,Snowflake - SnowPro Core Certification Preparation,Not Available,Not Available,Intermediate,Course
593,Creating Advanced Reports with SAS Visual Analytics," Business Analysis, Data Analysis, Data Visualization, SAS (Software), Statistical Programming, Basic Descriptive Statistics, Data Analysis Software, Data Management, Interactive Data Visualization, Statistical Visualization",4.7,Intermediate,Course
594,Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics," Algorithms, Business Analysis, Data Analysis, Data Analysis Software, Data Visualization, Exploratory Data Analysis, Interactive Data Visualization, SAS (Software), Statistical Visualization, Forecasting",4.8,Intermediate,Course
595,Sourcing Analytics,Not Available,Not Available,Beginner,Course
596,Demand Planning in RStudio: Create Demand Forecast," Data Analysis, Forecasting",Not Available,Intermediate,Guided
597,Twitter API: Mining Data using Orange Data Mining Platform," Data Mining, Data Visualization",Not Available,Beginner,Guided
598,Predictive Modeling and Machine Learning with MATLAB," Applied Machine Learning, Data Analysis, Machine Learning, Machine Learning Algorithms, Regression, Machine Learning Software, Training, Matlab",4.8,Intermediate,Course
599,Introduction to Customer Segmentation in Python," Machine Learning, Dimensionality Reduction",4.5,Beginner,Guided
600,Deploy Models with TensorFlow Serving and Flask," Deep Learning, Machine Learning, Docker (Software), Tensorflow",4.5,Intermediate,Guided
601,Introduction to Topic Modelling in R, Data Visualization,Not Available,Beginner,Guided
602,Explainable AI: Scene Classification and GradCam Visualization," Deep Learning, Artificial Neural Networks, Computer Vision, Machine Learning, Python Programming",4.7,Intermediate,Guided
603,Generate Synthetic Images with DCGANs in Keras," Computer Vision, Deep Learning, Machine Learning, Tensorflow",4.5,Advanced,Guided
604,"Classification Trees in Python, From Start To Finish", Python Programming,4.6,Intermediate,Guided
605,English/French Translator: Long Short Term Memory Networks," Deep Learning, Machine Learning, Natural Language Processing, Python Programming",4.7,Beginner,Guided
606,Geospatial Data Visualization using Python and Folium," Data Visualization, Python Programming",5,Intermediate,Guided
607,Deep Learning with PyTorch : Build an AutoEncoder," Deep Learning, Python Programming",4.1,Beginner,Guided
608,Bank Loan Approval Prediction With Artificial Neural Nets," Artificial Neural Networks, Deep Learning, Machine Learning, Python Programming",4.6,Beginner,Guided
609,"AI Workflow: Machine Learning, Visual Recognition and NLP"," Machine Learning, Natural Language Processing, Artificial Neural Networks, Data Science, Python Programming",4.5,Advanced,Course
610,Introduction to R: Basic R syntax," Computer Programming, R Programming",4.5,Beginner,Guided
611,Descriptive and Inferential Statistics in R, R Programming,4.4,Intermediate,Guided
612,Linear Regression with NumPy and Python," Machine Learning, Python Programming, Regression, Data Science",4.5,Intermediate,Guided
613,Interactive Geospatial Visualization:Kepler GL & Jupyter Lab," Data Visualization, Python Programming",4.7,Intermediate,Guided
614,Titanic Survival Prediction Using Machine Learning," Data Science, Machine Learning, Python Programming",4.8,Beginner,Guided
615,Fashion Classification with Deep Learning for Beginners," Data Visualization, Deep Learning, Machine Learning",4.7,Beginner,Guided
616,Building Recommendation System Using MXNET on AWS Sagemaker," Deep Learning, Python Programming",3.3,Advanced,Guided
617,Using Shiny to Plot Differential Gene Expression, Data Visualization,4.4,Beginner,Guided
618,Machine Learning with ChatGPT: Image Classification Model," Machine Learning, Python Programming",4.5,Intermediate,Guided
619,Master Data Analysis with Pandas: Learning Path 1 (Enhanced)," Data Analysis, Python Programming",4.7,Beginner,Guided
620,Fake News Detection with Machine Learning," Machine Learning, Natural Language Processing, Python Programming",4.6,Beginner,Guided
621,University Admission Prediction Using Multiple Linear Regression," Machine Learning, Regression, Deep Learning, Python Programming",4.6,Intermediate,Guided
622,Introduction to Recommender Systems:  Non-Personalized and Content-Based," Basic Descriptive Statistics, Data Analysis, Probability & Statistics, Machine Learning, Applied Machine Learning, Natural Language Processing, Statistical Analysis, Statistical Programming, General Statistics, Microsoft Excel",4.4,Intermediate,Course
623,Introduction to Systems and Network Mapping with Kumu," Network Analysis, Storytelling",4.6,Beginner,Guided
624,Applied Social Network Analysis in Python," Graph Theory, Network Analysis, Python Programming, Computer Programming, Data Analysis, Network Model, Computer Networking, Network Architecture, Algorithms, Exploratory Data Analysis",4.6,Intermediate,Course
625,Introduction to Vertex AI," Critical Thinking, Machine Learning",Not Available,Beginner,Course
626,Model Diagnostics and Remedial Measures, R Programming,Not Available,Intermediate,Course
627,AWS: Data Collection Systems," Cloud Computing, Data Analysis",4.8,Beginner,Course
628,AI Workflow: Enterprise Model Deployment," Human Learning, Machine Learning, Apache, Python Programming, Data Science",4.2,Advanced,Course
629,LangChain: Application Development Essentials,Not Available,Not Available,Beginner,Course
630,Introduction to Data Visualization in Qlik Sense, Data Visualization,Not Available,Beginner,Course
631,Build a Data Warehouse Using BigQuery," Python Programming, SQL",Not Available,Advanced,Course
632,Neural Network from Scratch in TensorFlow," Artificial Neural Networks, Deep Learning, Machine Learning, Data Science, Tensorflow",4.5,Intermediate,Guided
633,Machine Teaching for Autonomous AI," Human Learning, Critical Thinking, Machine Learning, Reinforcement Learning, Innovation",4.8,Beginner,Course
634,Data Science in Real Life," Probability & Statistics, Experiment, Data Analysis, General Statistics, Data Management, Leadership and Management",4.5,Mixed,Course
